Customer ID,Gender,Age,City,Membership Type,Total Spend,Items Purchased,Average Rating,Discount Applied,Days Since Last Purchase,Satisfaction Level
3838,Male,68,New York,Bronze,1987.15,11,4.8,TRUE,265,Satisfied
6074,Male,68,Houston,Bronze,1922.12,10,2.0,FALSE,32,Satisfied
4424,Male,23,Los Angeles,Bronze,1880.0,28,2.8,TRUE,36,Satisfied
1820,Male,21,Houston,Gold,1951.45,4,2.5,TRUE,318,Unsatisfied
222,Male,33,Los Angeles,Silver,830.75,13,4.2,False,14,Satisfied
1253,Female,64,San Francisco,Bronze,2017.38,5,2.6,True,11,Unsatisfied
2282,Male,46,Chicago,Silver,1724.62,10,2.3,FALSE,52,Neutral
4487,Female,35,San Francisco,Gold,1259.23,24,2.8,TRUE,307,Satisfied
4825,Female,45,New York,Silver,1719.99,8,4.4,TRUE,161,Neutral
5962,Female,62,New York,Silver,877.11,24,1.2,FALSE,270,Unsatisfied
292,Female,36,Houston,Bronze,460.5,8,3.1,False,19,Neutral
1692,Female,50,Los Angeles,Gold,971.35,8,3.5,TRUE,317,Unsatisfied
5692,Male,52,Chicago,Bronze,267.8,42,3.0,FALSE,82,Satisfied
3642,Female,44,Los Angeles,Gold,938.07,7,2.3,TRUE,151,Neutral
4396,Female,39,Los Angeles,Gold,2769.32,41,4.8,TRUE,81,Unsatisfied
3728,Female,63,Miami,Bronze,2565.69,20,2.0,TRUE,161,Satisfied
6147,Female,44,Miami,Silver,2546.06,25,2.9,FALSE,21,Satisfied
3918,Female,48,Houston,Silver,245.1,24,1.7,TRUE,295,Neutral
5148,Female,42,Houston,Silver,2598.07,15,1.3,FALSE,37,Satisfied
6276,Female,39,San Francisco,Gold,1632.81,6,1.1,FALSE,161,Unsatisfied
4861,Male,35,Houston,Silver,2068.69,23,1.9,TRUE,281,Unsatisfied
1632,Male,43,Chicago,Silver,131.37,47,2.7,TRUE,37,Satisfied
5870,Male,60,Houston,Gold,851.46,21,2.0,FALSE,221,Unsatisfied
4149,Male,28,Chicago,Gold,2665.79,49,2.1,FALSE,251,Unsatisfied
5489,Female,21,Chicago,Gold,1457.51,5,2.0,TRUE,13,Neutral
3802,Female,49,San Francisco,Bronze,962.37,33,2.9,TRUE,2,Unsatisfied
5976,Male,21,Los Angeles,Bronze,745.21,27,4.8,FALSE,42,Unsatisfied
461,Female,31,San Francisco,Gold,610.61,45,4.3,True,252,Unsatisfied
218,Male,28,San Francisco,Gold,1500.1,21,4.9,False,10,Satisfied
2405,Male,35,New York,Gold,2768.36,24,1.8,TRUE,274,Unsatisfied
1276,Male,69,New York,Bronze,548.74,14,1.8,True,236,Unsatisfied
2725,Male,68,Houston,Silver,2535.86,47,4.1,FALSE,306,Neutral
2254,Male,51,Houston,Gold,1249.55,45,1.9,FALSE,7,Satisfied
3504,Male,21,San Francisco,Bronze,2171.85,16,3.0,FALSE,110,Unsatisfied
1428,Female,27,Chicago,Bronze,1971.08,46,2.6,False,362,Satisfied
3389,Female,32,Los Angeles,Silver,1467.7,39,2.0,FALSE,14,Neutral
6100,Male,27,Chicago,Gold,2832.4,26,4.3,TRUE,351,Unsatisfied
263,Female,30,New York,Gold,1190.8,16,4.5,True,20,Satisfied
5501,Female,42,Miami,Bronze,1939.48,49,2.4,FALSE,97,Neutral
4995,Female,50,Los Angeles,Bronze,1131.95,24,4.2,TRUE,133,Unsatisfied
2897,Male,27,Houston,Gold,1317.05,32,2.3,FALSE,231,Satisfied
2717,Female,42,San Francisco,Silver,1135.86,25,2.9,TRUE,227,Neutral
5836,Male,36,Houston,Silver,381.5,38,3.0,TRUE,314,Unsatisfied
504,Male,66,Chicago,Silver,2866.58,17,1.5,False,146,Unsatisfied
4081,Female,51,Los Angeles,Gold,2659.56,2,3.2,FALSE,155,Satisfied
3045,Female,67,San Francisco,Gold,2056.28,2,4.0,TRUE,92,Neutral
3742,Female,53,Houston,Silver,2985.1,45,2.0,FALSE,200,Satisfied
1679,Male,69,Chicago,Gold,407.53,17,1.5,TRUE,146,Neutral
3413,Female,40,New York,Gold,2511.56,32,4.5,TRUE,275,Satisfied
6429,Male,60,Houston,Gold,1035.83,27,3.9,TRUE,254,Satisfied
6345,Male,34,New York,Silver,1953.08,49,2.6,FALSE,300,Unsatisfied
3669,Male,56,Houston,Bronze,202.63,32,2.6,TRUE,165,Unsatisfied
4710,Female,35,San Francisco,Silver,1917.58,3,2.5,TRUE,190,Neutral
677,Female,68,San Francisco,Bronze,2734.86,22,2.3,False,191,Neutral
1629,Male,64,Los Angeles,Bronze,2454.52,17,4.3,TRUE,321,Satisfied
6251,Male,59,Chicago,Gold,2970.73,35,1.2,FALSE,36,Satisfied
1362,Female,23,New York,Bronze,2958.82,36,4.4,False,0,Neutral
2991,Male,41,Miami,Silver,918.79,2,1.1,TRUE,164,Neutral
533,Female,44,Chicago,Bronze,308.57,45,3.4,False,67,Neutral
1684,Male,37,New York,Bronze,1702.51,21,4.5,TRUE,256,Neutral
5810,Male,68,Los Angeles,Bronze,216.17,8,2.3,TRUE,94,Satisfied
4115,Male,67,New York,Gold,823.77,5,3.2,TRUE,303,Unsatisfied
4515,Female,21,San Francisco,Gold,2142.51,3,3.6,TRUE,46,Unsatisfied
1878,Female,70,New York,Gold,1534.87,32,4.0,TRUE,365,Unsatisfied
3944,Male,25,New York,Bronze,2365.92,5,4.9,FALSE,232,Neutral
2903,Female,26,New York,Gold,2639.83,40,3.6,FALSE,353,Unsatisfied
1155,Female,19,San Francisco,Gold,245.76,6,2.0,True,47,Satisfied
4616,Female,51,San Francisco,Bronze,1660.69,18,1.2,TRUE,174,Satisfied
3141,Female,54,New York,Bronze,2066.68,30,3.2,TRUE,156,Satisfied
479,Male,59,San Francisco,Silver,1018.73,14,2.3,True,139,Satisfied
971,Female,24,New York,Silver,834.84,41,3.1,True,189,Neutral
240,Male,34,Los Angeles,Silver,790.2,11,4.0,False,15,Neutral
439,Male,30,San Francisco,Gold,1460.5,20,4.8,False,15,Satisfied
469,Male,63,Houston,Gold,1000.97,18,3.0,False,36,Satisfied
4376,Male,58,San Francisco,Bronze,1108.32,45,3.9,TRUE,326,Unsatisfied
2360,Female,35,Miami,Bronze,1447.54,37,1.9,TRUE,334,Satisfied
5404,Male,49,Miami,Silver,2262.38,6,2.9,TRUE,140,Unsatisfied
6351,Male,56,Los Angeles,Silver,1003.65,20,1.5,FALSE,151,Unsatisfied
1255,Female,43,New York,Silver,1594.03,25,4.6,False,60,Neutral
1431,Female,30,Houston,Gold,100.84,7,2.0,True,1,Unsatisfied
6169,Female,28,New York,Silver,2536.0,32,4.0,FALSE,50,Neutral
3456,Female,58,San Francisco,Gold,2494.07,27,2.7,FALSE,44,Neutral
1753,Male,20,Miami,Silver,1475.68,46,1.2,FALSE,210,Satisfied
5717,Female,47,Houston,Gold,2421.37,37,4.3,TRUE,289,Satisfied
5303,Female,28,New York,Gold,773.83,36,3.5,FALSE,93,Unsatisfied
4639,Male,55,San Francisco,Bronze,277.48,41,4.2,TRUE,80,Neutral
2143,Female,42,Houston,Gold,2706.39,24,2.9,FALSE,61,Unsatisfied
2444,Female,30,Chicago,Bronze,408.73,39,3.3,FALSE,330,Neutral
3246,Male,26,Los Angeles,Bronze,1180.32,9,1.7,TRUE,32,Neutral
1662,Female,69,Houston,Silver,968.68,15,4.0,FALSE,44,Unsatisfied
1775,Female,51,Los Angeles,Silver,372.33,22,1.4,TRUE,321,Unsatisfied
4199,Female,36,Los Angeles,Silver,789.53,17,2.0,TRUE,255,Unsatisfied
5384,Male,21,Houston,Silver,298.85,33,3.3,FALSE,236,Satisfied
2156,Female,30,Los Angeles,Bronze,1957.75,14,1.0,FALSE,259,Neutral
5432,Female,19,Miami,Gold,2380.58,40,4.4,FALSE,129,Satisfied
6379,Male,44,Houston,Silver,343.81,18,1.0,FALSE,213,Unsatisfied
4197,Female,63,Miami,Gold,2336.18,44,4.7,TRUE,317,Neutral
5294,Male,21,Houston,Gold,1428.53,30,1.3,TRUE,300,Neutral
497,Male,30,Chicago,Gold,1216.78,5,1.4,True,63,Neutral
5484,Female,64,Chicago,Bronze,424.92,18,1.5,TRUE,115,Neutral
3177,Female,59,Chicago,Bronze,2239.76,13,3.9,TRUE,332,Satisfied
3438,Female,46,New York,Bronze,2323.84,39,3.0,FALSE,316,Satisfied
1730,Female,48,Chicago,Silver,1202.48,20,1.3,FALSE,73,Satisfied
5133,Female,23,San Francisco,Silver,2605.44,33,3.0,TRUE,232,Neutral
1089,Female,31,New York,Gold,1391.12,2,4.3,False,239,Satisfied
4977,Male,67,New York,Bronze,216.58,22,3.3,TRUE,363,Unsatisfied
1729,Female,61,San Francisco,Gold,2406.31,28,4.2,TRUE,97,Satisfied
5656,Male,54,San Francisco,Gold,361.52,2,3.9,TRUE,9,Satisfied
2234,Female,59,Houston,Bronze,543.52,41,1.8,FALSE,267,Unsatisfied
4833,Female,32,Miami,Gold,1826.79,3,3.8,FALSE,231,Unsatisfied
2816,Male,50,New York,Bronze,2310.27,13,2.3,TRUE,232,Satisfied
999,Female,63,Los Angeles,Gold,1467.73,46,1.5,False,169,Satisfied
6422,Female,42,Chicago,Silver,191.6,28,4.0,TRUE,297,Unsatisfied
5513,Male,49,Miami,Gold,405.36,22,4.4,FALSE,172,Unsatisfied
1772,Female,18,San Francisco,Bronze,2455.42,37,4.3,TRUE,109,Satisfied
2129,Female,69,San Francisco,Silver,839.0,5,2.8,FALSE,174,Satisfied
3681,Male,21,San Francisco,Silver,1955.54,26,3.8,FALSE,357,Unsatisfied
4363,Female,37,Chicago,Gold,2770.67,40,4.7,FALSE,175,Neutral
3581,Female,63,New York,Silver,2069.44,34,4.1,TRUE,287,Neutral
3665,Female,23,Miami,Bronze,2455.94,1,2.5,TRUE,198,Neutral
1571,Male,48,Los Angeles,Gold,2357.63,22,3.1,FALSE,196,Neutral
3762,Female,31,Chicago,Gold,653.83,46,2.5,FALSE,122,Satisfied
3417,Male,67,Chicago,Bronze,2923.29,1,1.5,TRUE,253,Satisfied
3013,Female,49,San Francisco,Gold,1089.08,30,3.2,TRUE,217,Unsatisfied
5894,Male,39,Chicago,Gold,2747.96,4,2.4,FALSE,245,Satisfied
6056,Male,37,New York,Silver,2991.03,33,4.8,FALSE,58,Satisfied
3718,Male,44,Chicago,Bronze,1634.05,30,2.7,TRUE,135,Unsatisfied
4356,Female,54,Chicago,Silver,763.46,25,3.6,TRUE,119,Neutral
1814,Male,64,Houston,Gold,549.8,48,3.0,FALSE,116,Unsatisfied
1667,Female,46,San Francisco,Bronze,1534.86,21,1.2,TRUE,273,Unsatisfied
1104,Male,55,Chicago,Bronze,1628.73,44,4.0,False,37,Satisfied
2426,Female,56,Los Angeles,Silver,987.26,32,3.7,TRUE,289,Neutral
6215,Male,34,Chicago,Gold,1566.68,13,1.5,TRUE,38,Satisfied
5050,Male,54,Los Angeles,Gold,1321.79,40,4.4,TRUE,73,Satisfied
1175,Male,53,Houston,Bronze,1803.34,33,3.8,False,214,Neutral
4886,Female,19,Houston,Bronze,1463.61,19,4.5,TRUE,241,Satisfied
4263,Female,63,Houston,Gold,198.74,6,1.3,TRUE,285,Unsatisfied
2447,Male,18,New York,Bronze,1411.24,33,1.9,FALSE,69,Unsatisfied
2806,Male,54,San Francisco,Gold,1093.04,27,2.2,TRUE,349,Neutral
2543,Male,48,Houston,Silver,612.86,31,4.8,TRUE,86,Satisfied
5534,Male,48,Chicago,Gold,2601.85,24,3.0,FALSE,287,Satisfied
5422,Female,42,Chicago,Bronze,1993.99,4,4.7,TRUE,246,Unsatisfied
4404,Female,58,New York,Gold,814.94,26,4.1,TRUE,235,Unsatisfied
3577,Female,22,Miami,Bronze,354.82,31,2.3,TRUE,183,Satisfied
4871,Female,27,Chicago,Gold,2071.5,19,1.6,TRUE,250,Neutral
4987,Female,60,Los Angeles,Bronze,2988.68,37,1.2,FALSE,14,Neutral
5263,Male,45,San Francisco,Bronze,2421.92,37,3.8,TRUE,142,Satisfied
844,Female,20,Miami,Silver,2074.95,11,2.4,True,93,Unsatisfied
3053,Female,65,Miami,Silver,383.54,6,1.1,FALSE,235,Neutral
895,Female,48,Los Angeles,Bronze,2240.89,39,3.8,True,248,Neutral
2529,Female,48,Chicago,Silver,996.87,23,1.6,FALSE,321,Neutral
4656,Female,29,Los Angeles,Bronze,259.81,32,3.3,TRUE,332,Unsatisfied
5574,Female,22,San Francisco,Gold,2677.06,19,5.0,FALSE,324,Satisfied
1429,Male,56,Houston,Bronze,1593.95,4,4.1,False,237,Satisfied
4388,Male,56,Los Angeles,Gold,2559.87,2,4.7,TRUE,141,Unsatisfied
1712,Female,33,Los Angeles,Bronze,2075.33,22,1.5,TRUE,344,Satisfied
727,Male,66,Chicago,Gold,1886.87,13,2.7,True,103,Satisfied
4975,Female,43,San Francisco,Gold,309.51,38,1.2,TRUE,217,Neutral
5233,Female,62,Los Angeles,Gold,1885.12,27,4.5,TRUE,179,Satisfied
5972,Female,27,Houston,Gold,2368.78,13,2.5,FALSE,30,Unsatisfied
5000,Female,51,Houston,Bronze,1354.33,43,4.5,TRUE,154,Neutral
4899,Female,25,Chicago,Gold,1719.8,32,2.1,FALSE,113,Unsatisfied
2770,Male,55,Houston,Gold,2113.34,5,2.0,TRUE,256,Satisfied
3360,Male,41,Chicago,Silver,1580.44,2,2.9,TRUE,18,Unsatisfied
1014,Male,27,San Francisco,Gold,346.89,30,5.0,False,27,Neutral
5105,Female,64,Miami,Gold,2620.86,23,1.3,TRUE,75,Neutral
2513,Female,35,Houston,Silver,517.74,31,1.6,FALSE,184,Satisfied
2355,Male,56,New York,Bronze,1661.39,41,3.6,FALSE,100,Neutral
3777,Male,39,Houston,Bronze,2526.36,11,1.6,FALSE,78,Satisfied
5868,Male,68,San Francisco,Gold,568.17,13,3.0,FALSE,3,Neutral
6144,Female,30,Miami,Bronze,2953.55,3,3.3,TRUE,187,Neutral
647,Male,56,New York,Bronze,2539.61,44,4.9,True,218,Unsatisfied
2711,Female,37,Los Angeles,Gold,798.47,40,1.8,TRUE,113,Neutral
3123,Male,46,Miami,Bronze,1444.64,20,3.9,TRUE,334,Unsatisfied
1068,Female,63,Miami,Gold,1580.84,31,3.4,False,273,Neutral
3695,Female,24,Chicago,Gold,2183.27,43,4.9,FALSE,316,Satisfied
2433,Female,47,Chicago,Gold,1960.46,2,3.0,FALSE,265,Unsatisfied
2398,Female,63,San Francisco,Gold,1353.12,35,4.6,TRUE,206,Neutral
5319,Male,46,New York,Silver,423.41,42,4.7,TRUE,345,Unsatisfied
185,Female,31,New York,Gold,1140.6,15,4.6,True,27,Satisfied
4304,Male,36,San Francisco,Silver,2358.53,46,4.0,TRUE,59,Unsatisfied
2661,Male,21,Miami,Gold,1004.4,6,2.6,FALSE,181,Unsatisfied
1008,Female,24,Houston,Silver,1414.38,26,3.3,False,188,Neutral
2728,Female,66,San Francisco,Bronze,1251.88,25,2.1,TRUE,320,Satisfied
1796,Female,64,San Francisco,Bronze,1059.2,8,1.9,TRUE,35,Satisfied
3890,Male,60,Houston,Silver,1009.56,25,2.3,TRUE,7,Satisfied
2188,Female,23,Chicago,Silver,2581.57,1,1.3,FALSE,273,Unsatisfied
2325,Male,56,Chicago,Silver,1161.14,10,3.6,TRUE,246,Satisfied
4051,Male,20,San Francisco,Bronze,594.0,37,2.9,TRUE,331,Unsatisfied
391,Male,30,San Francisco,Gold,1460.5,20,4.8,False,13,Satisfied
4893,Female,40,Miami,Silver,809.98,48,2.4,FALSE,118,Unsatisfied
3341,Male,29,Chicago,Gold,1832.37,10,1.6,TRUE,156,Neutral
2536,Female,48,New York,Bronze,281.05,35,2.5,TRUE,135,Satisfied
5718,Male,28,Los Angeles,Gold,2513.2,48,4.8,FALSE,159,Unsatisfied
3168,Female,57,New York,Gold,131.75,9,4.2,FALSE,95,Satisfied
671,Male,51,Chicago,Silver,154.22,4,2.2,False,215,Neutral
3249,Male,27,Chicago,Silver,2337.23,27,4.0,TRUE,19,Unsatisfied
2974,Female,48,Houston,Gold,998.06,37,4.2,FALSE,262,Unsatisfied
2583,Female,20,Los Angeles,Gold,2341.08,14,4.9,FALSE,265,Unsatisfied
3461,Male,43,San Francisco,Silver,2958.59,23,3.8,FALSE,162,Satisfied
6398,Male,26,Miami,Gold,2856.69,30,2.3,FALSE,180,Satisfied
2147,Female,64,Miami,Silver,1291.92,33,5.0,FALSE,251,Satisfied
4440,Male,62,San Francisco,Bronze,147.49,34,3.2,FALSE,141,Neutral
2484,Male,37,Houston,Silver,2175.27,15,2.1,FALSE,204,Unsatisfied
1576,Male,23,Houston,Silver,1289.85,46,3.2,FALSE,351,Satisfied
5533,Female,66,Chicago,Bronze,2343.31,11,1.2,FALSE,39,Satisfied
1217,Female,63,Chicago,Bronze,2208.94,46,1.6,True,260,Satisfied
2691,Female,25,Miami,Bronze,2029.49,30,4.8,TRUE,96,Unsatisfied
2053,Female,27,Miami,Silver,2012.43,49,4.1,TRUE,228,Neutral
923,Female,48,Chicago,Bronze,546.45,13,1.5,False,218,Satisfied
5323,Female,59,San Francisco,Gold,2548.43,17,4.3,FALSE,342,Satisfied
5921,Female,59,Miami,Bronze,202.38,22,2.5,TRUE,121,Satisfied
2766,Female,22,New York,Gold,2422.29,7,4.9,FALSE,329,Satisfied
6388,Male,22,Los Angeles,Silver,559.4,1,2.8,FALSE,205,Unsatisfied
2624,Male,44,Miami,Silver,604.94,13,1.2,TRUE,334,Satisfied
2707,Male,70,San Francisco,Gold,1066.84,42,3.3,TRUE,85,Unsatisfied
255,Male,27,Miami,Silver,710.4,13,4.1,True,54,Unsatisfied
4552,Female,52,Miami,Silver,841.18,9,4.6,FALSE,188,Unsatisfied
1623,Female,21,Miami,Bronze,1457.96,4,2.1,FALSE,59,Neutral
3676,Male,59,Los Angeles,Bronze,2437.18,25,3.1,TRUE,62,Neutral
4224,Female,44,San Francisco,Bronze,2103.38,2,2.6,TRUE,274,Unsatisfied
2364,Female,63,New York,Silver,2499.58,48,3.0,FALSE,253,Satisfied
4166,Male,56,Chicago,Silver,2859.13,22,2.3,TRUE,328,Unsatisfied
3378,Female,47,Los Angeles,Bronze,1770.03,39,2.2,FALSE,242,Satisfied
2534,Male,69,Chicago,Silver,2299.94,45,2.4,FALSE,269,Neutral
2968,Female,43,New York,Bronze,2209.26,25,2.2,FALSE,122,Satisfied
5517,Male,64,Houston,Gold,2563.18,8,2.9,FALSE,326,Neutral
2885,Male,19,Los Angeles,Bronze,2365.27,9,2.5,FALSE,340,Neutral
1272,Male,32,Houston,Gold,483.14,35,3.5,False,201,Satisfied
1636,Female,59,Houston,Gold,2214.32,17,4.2,TRUE,183,Neutral
6323,Female,45,New York,Bronze,2256.96,8,3.8,TRUE,15,Satisfied
3599,Male,28,Los Angeles,Gold,2266.69,30,1.1,FALSE,204,Unsatisfied
230,Male,30,San Francisco,Gold,1460.5,20,4.8,False,12,Satisfied
1037,Female,61,Houston,Gold,461.75,33,1.0,True,224,Neutral
4841,Female,59,Chicago,Silver,966.93,2,1.5,TRUE,342,Neutral
666,Male,54,New York,Bronze,2020.09,28,3.4,True,179,Unsatisfied
2347,Female,58,Miami,Bronze,2096.6,31,3.6,TRUE,196,Unsatisfied
1119,Female,40,Los Angeles,Silver,1686.64,48,1.5,True,97,Neutral
5441,Female,56,Chicago,Silver,2374.84,46,1.8,TRUE,128,Unsatisfied
2377,Male,25,Houston,Silver,1109.35,50,3.0,FALSE,248,Unsatisfied
2130,Male,68,New York,Gold,2485.12,22,2.6,TRUE,289,Neutral
3166,Male,41,Chicago,Silver,1468.34,30,4.5,TRUE,213,Unsatisfied
1511,Female,55,Miami,Silver,2525.58,47,1.5,FALSE,205,Unsatisfied
5080,Female,58,San Francisco,Bronze,908.74,41,4.0,TRUE,307,Satisfied
5593,Female,38,Los Angeles,Gold,1447.38,40,4.1,TRUE,174,Neutral
6010,Male,39,Los Angeles,Silver,330.07,21,4.2,FALSE,283,Satisfied
4142,Male,38,San Francisco,Bronze,2724.35,17,3.0,FALSE,251,Satisfied
2979,Male,46,Los Angeles,Gold,893.04,39,2.3,TRUE,102,Satisfied
5689,Male,66,Miami,Bronze,2201.73,21,1.4,FALSE,127,Satisfied
3474,Male,67,Miami,Silver,2047.4,28,1.5,FALSE,220,Neutral
430,Female,31,New York,Gold,1160.6,15,4.5,True,35,Satisfied
1399,Female,64,Houston,Silver,1914.61,43,3.3,True,241,Unsatisfied
2637,Female,32,Houston,Gold,523.03,20,4.6,TRUE,260,Neutral
114,Male,33,Los Angeles,Silver,820.75,13,4.4,False,15,Satisfied
3817,Female,34,San Francisco,Silver,2692.46,38,1.1,TRUE,63,Satisfied
5673,Female,23,Chicago,Silver,1422.42,15,2.5,TRUE,88,Neutral
320,Male,32,Miami,Silver,680.3,10,3.8,True,32,Unsatisfied
2068,Female,58,Miami,Silver,347.03,17,3.9,FALSE,214,Neutral
6239,Female,38,San Francisco,Bronze,350.4,39,5.0,FALSE,188,Unsatisfied
6427,Female,53,Chicago,Silver,1196.17,4,4.4,FALSE,300,Unsatisfied
2537,Female,31,Miami,Silver,1730.35,1,4.6,FALSE,112,Satisfied
3342,Male,34,Houston,Gold,2995.08,36,4.8,TRUE,328,Neutral
556,Female,35,Los Angeles,Silver,2760.88,45,1.5,False,301,Neutral
108,Male,35,Los Angeles,Silver,800.9,12,4.2,False,14,Neutral
360,Female,41,Chicago,Bronze,495.25,9,3.6,True,41,Unsatisfied
336,Female,42,Chicago,Bronze,520.4,9,3.5,True,37,Unsatisfied
4989,Male,45,Chicago,Gold,1218.18,41,3.8,FALSE,116,Unsatisfied
4819,Female,51,San Francisco,Gold,655.01,50,2.3,TRUE,282,Unsatisfied
3395,Female,60,New York,Silver,2750.29,18,4.7,TRUE,242,Satisfied
6006,Male,29,Houston,Silver,2470.1,25,3.6,TRUE,203,Neutral
2244,Male,54,Chicago,Gold,1057.39,41,4.0,TRUE,218,Unsatisfied
1953,Female,43,Chicago,Silver,1893.13,37,4.9,TRUE,41,Neutral
1625,Male,49,New York,Bronze,1288.51,47,2.9,TRUE,45,Unsatisfied
3399,Female,34,San Francisco,Silver,373.22,10,2.5,FALSE,54,Satisfied
3178,Female,27,New York,Gold,1871.76,27,2.4,FALSE,293,Satisfied
4221,Male,42,Chicago,Gold,1348.42,6,1.6,FALSE,20,Unsatisfied
1513,Male,18,Los Angeles,Silver,155.54,47,4.4,FALSE,101,Neutral
3356,Male,28,Miami,Bronze,1853.99,48,1.6,TRUE,242,Satisfied
1744,Male,63,Chicago,Bronze,1035.1,25,3.9,FALSE,315,Neutral
6007,Male,45,Chicago,Gold,2927.84,23,2.1,TRUE,86,Satisfied
6267,Male,70,San Francisco,Gold,2445.72,24,1.3,FALSE,281,Satisfied
1138,Male,20,Miami,Gold,1884.73,46,1.7,False,352,Unsatisfied
1472,Female,27,Los Angeles,Bronze,2302.75,9,4.2,TRUE,247,Unsatisfied
4313,Male,31,Houston,Bronze,1652.98,4,3.3,FALSE,322,Satisfied
1208,Male,34,Miami,Gold,843.8,44,3.0,True,8,Unsatisfied
1400,Male,63,New York,Gold,1705.38,5,2.9,False,360,Satisfied
6096,Female,41,San Francisco,Gold,805.58,50,1.4,TRUE,10,Satisfied
2503,Male,20,San Francisco,Silver,430.38,45,2.1,FALSE,144,Unsatisfied
3186,Male,20,Chicago,Silver,147.11,4,3.6,FALSE,346,Neutral
2713,Male,69,Miami,Bronze,2345.39,41,3.0,TRUE,352,Unsatisfied
5115,Female,62,Los Angeles,Gold,656.29,49,3.0,FALSE,258,Unsatisfied
4380,Male,39,Los Angeles,Silver,2906.58,44,2.0,FALSE,278,Satisfied
5177,Female,62,Los Angeles,Bronze,1467.64,20,3.0,FALSE,362,Neutral
6415,Male,70,San Francisco,Bronze,2673.74,5,1.3,TRUE,298,Neutral
1752,Female,47,Los Angeles,Bronze,1253.49,14,1.5,TRUE,85,Unsatisfied
4168,Male,64,San Francisco,Bronze,2650.68,36,1.5,TRUE,143,Unsatisfied
3154,Female,27,New York,Bronze,1949.3,40,5.0,TRUE,79,Satisfied
5946,Female,57,New York,Bronze,2133.84,5,2.8,FALSE,215,Unsatisfied
1585,Male,50,Miami,Gold,1335.99,17,3.5,TRUE,292,Unsatisfied
1680,Male,41,Houston,Gold,2971.98,26,1.5,TRUE,293,Unsatisfied
5807,Male,26,New York,Silver,1278.33,26,3.1,TRUE,202,Satisfied
710,Female,51,Miami,Bronze,1145.66,5,3.0,False,226,Satisfied
447,Female,36,Houston,Bronze,470.5,8,3.0,False,27,Neutral
6330,Female,25,Houston,Bronze,1436.61,25,2.3,FALSE,82,Satisfied
4619,Female,35,Houston,Silver,712.21,23,2.3,FALSE,131,Unsatisfied
1207,Female,23,Los Angeles,Silver,1307.64,38,1.8,False,286,Unsatisfied
6042,Female,41,Los Angeles,Gold,700.67,39,4.1,FALSE,308,Neutral
4467,Male,23,Chicago,Silver,943.15,34,3.1,TRUE,103,Satisfied
5265,Female,51,Los Angeles,Silver,2346.45,16,4.1,TRUE,256,Unsatisfied
2009,Female,46,Miami,Silver,954.63,49,3.1,FALSE,108,Neutral
2242,Female,33,New York,Silver,198.0,37,3.8,TRUE,190,Satisfied
4013,Female,33,Los Angeles,Silver,1657.02,11,4.7,FALSE,339,Satisfied
5269,Male,65,Los Angeles,Gold,767.27,38,1.9,TRUE,214,Unsatisfied
3658,Female,57,Houston,Silver,715.98,38,1.8,FALSE,153,Satisfied
1476,Male,60,San Francisco,Bronze,1115.11,41,3.6,FALSE,49,Unsatisfied
652,Female,28,New York,Silver,1583.7,8,3.4,True,318,Neutral
2923,Male,38,Chicago,Silver,2200.29,12,1.8,TRUE,234,Neutral
3026,Female,18,San Francisco,Bronze,1154.84,26,3.0,FALSE,140,Neutral
2469,Female,21,New York,Silver,2848.96,43,3.5,TRUE,76,Unsatisfied
2571,Female,69,Miami,Silver,2867.08,28,1.8,TRUE,322,Satisfied
2514,Male,40,New York,Gold,1709.35,21,3.8,TRUE,329,Unsatisfied
3624,Female,64,Miami,Silver,1422.62,7,3.4,TRUE,50,Unsatisfied
4655,Female,35,Houston,Bronze,848.51,4,3.6,TRUE,119,Satisfied
2316,Female,23,San Francisco,Silver,850.02,17,1.4,TRUE,121,Unsatisfied
3812,Male,34,Los Angeles,Bronze,1003.2,8,1.6,TRUE,33,Satisfied
4648,Male,36,Chicago,Gold,1164.76,49,2.7,TRUE,191,Unsatisfied
5822,Male,21,Chicago,Bronze,2615.5,33,2.0,FALSE,13,Unsatisfied
2512,Male,64,San Francisco,Gold,1308.52,2,4.2,TRUE,332,Neutral
1301,Male,39,Miami,Silver,739.14,22,4.0,False,14,Neutral
3853,Male,40,Miami,Bronze,1051.37,21,2.9,TRUE,177,Unsatisfied
986,Male,19,Chicago,Silver,2633.55,3,1.2,True,96,Unsatisfied
5179,Female,29,Miami,Gold,2229.09,38,2.3,TRUE,49,Unsatisfied
6211,Female,50,New York,Silver,2442.73,33,3.2,FALSE,148,Satisfied
5757,Male,68,New York,Bronze,654.59,22,1.6,FALSE,344,Satisfied
3203,Female,24,New York,Bronze,326.78,38,4.5,TRUE,266,Neutral
6158,Female,62,New York,Silver,1361.98,40,3.9,FALSE,136,Unsatisfied
501,Male,64,Houston,Silver,1486.07,4,2.7,True,353,Satisfied
1940,Male,20,Houston,Bronze,2461.06,5,1.5,FALSE,175,Neutral
1966,Male,18,Chicago,Gold,704.84,23,1.6,TRUE,10,Unsatisfied
1418,Male,31,Miami,Bronze,1175.56,2,1.5,False,233,Neutral
5369,Male,48,New York,Bronze,2074.51,17,3.5,TRUE,356,Neutral
3671,Male,39,Los Angeles,Bronze,348.51,49,1.7,TRUE,187,Unsatisfied
